cpu,rps,latency
0.0012973732796257085,0.0,nan
0.0332686988171064,25.45648098863715,nan
0.08449144678213749,57.88991268271504,0.23878504672897194
0.14873525859178402,85.72683964663985,0.23870735174654753
0.15775158907094647,90.57275649177977,0.23847489211455472
0.19635970763965593,90.77899596076168,nan
0.15008972674086057,90.82306236440012,0.2387184633027523
0.19431413793899505,94.78365384615385,0.23877703984819734
0.14983217761150203,91.18428653957248,0.23870850820297596
0.1833288194757921,94.95192307692308,0.23850853374709075
0.18099176558656804,90.8944027697634,nan
0.15183672922983296,94.62024556092169,0.23862288135593218
0.1880929807994964,90.91749052942806,0.23869398697816926
0.1842973278567477,94.89717470689985,0.23865811638591117
0.16220528302383913,91.02238633741057,nan
0.14675259195374124,94.94157811222772,0.238708539839878
0.1630817984672217,90.95531978827174,0.23881678666161424
0.1563201350299631,90.97843422786215,nan
0.16722105477962046,90.93011959010894,0.2389495877061469
0.20209365036363952,91.06890888482803,0.2388449187759728
0.1352654888888891,94.46716382006254,0.2388055872291904
0.21490366828163374,90.84196681972358,0.2387770809578107
0.18215126593780376,94.26769916808516,0.2387528604118993
0.174302728683753,91.02646868947708,0.23874144486692014
0.16138921491870892,94.54981992797119,nan
0.22880341291704942,91.06243356901889,nan
0.21972319177337263,94.58679871160041,0.23854772991850987
0.2318337242504582,90.77899596076169,0.23850895987534085
0.16057778735236458,94.4774075764491,0.23854466019417478
0.21942366372164168,90.9132894584921,0.23876426940639267
0.20755582783175172,91.00986074867794,0.23882514177693762
0.25351472240288453,90.96164073157762,0.23887443438914024
0.2871728412817141,90.47817240103589,0.23882851161020174
0.30724374176548125,94.20097814826416,0.23874280230326295
0.22249055559947323,90.31855379351796,0.23873847040737892
0.344287257816058,94.35233534663233,0.23874138591117916
0.3301441688835498,90.32749780590328,nan
0.34503318893396573,94.18215926308955,0.23889183055975793
0.34161181719522526,90.29574861367838,nan
0.3586216373676465,93.75526005722942,0.23873121387283236
0.3638932760451388,89.94342454681909,0.2388203214695752
0.3587500185537939,93.6375413847704,nan
0.35581711373073904,90.23423091110291,nan
0.3284822353573353,90.34950202877167,nan
0.3187098703453085,90.84598296927064,0.23868805224740683
0.2538587192474622,91.10262640286938,0.23852855477855475
0.2518214385670297,94.89859819837179,0.23831553973902725
0.22907201111898015,90.78102628054131,0.23848339843750002
0.226962445124877,94.59004568405867,0.23863443759630198
0.18312281085243623,91.02250150164025,0.23880681818181818
0.22250110680162571,94.8110031739925,nan
0.14234244999999818,90.82721352362476,nan
0.21351666135566916,94.47364000671898,0.23859942084942082
0.20664207430426454,90.77494178137465,0.23870841300191203
0.16913188557396744,94.62639262389551,0.2386361014994233
0.20326088692681316,90.82927054691652,0.23883238636363635
0.1941676938192211,90.92169412417108,0.2387998102466793
0.20561636046539464,90.89229205645255,0.23882948523845568
0.19198156436959904,91.19257154736331,0.2386290322580645
0.17269836090923418,95.03525617885593,nan
0.18010534884219165,91.1654569830336,0.2387613981762918
0.1856790912573032,94.55621871390065,0.23875286259541983
0.17179067700184839,90.89649118754477,0.23867951668584578
0.14828014917036275,94.78183608289508,0.238748574686431
0.17431330214705562,91.16073076213326,0.23878122634367902
0.1812408271526112,94.71133080577819,0.2387784306292646
0.186655710592351,90.99512938297825,0.23869407265774378
0.14537819711790625,94.78285933897001,0.23867827084927312
0.18206964601406225,90.92378379626423,nan
0.17711018544478813,90.99305026436701,0.23883358519078202
0.1768189452540703,90.91119013531613,0.2387941176470588
0.15195093374920476,90.83981804327244,0.23912770809578104
0.19250314381014372,93.8560841501315,0.23899999999999996
0.15898271955987234,90.22608216156603,0.23906872128637058
0.1883646343432163,90.45999724277378,nan
0.17420303331936438,87.71306029022867,0.23862317448116835
0.14541092487140497,87.84444444444443,0.23851317318868653
0.14008287587679294,71.08730917090732,0.23865066225165563
0.07871124896967546,41.821292860158664,0.23860774818401936
0.029104078794372445,12.51111111111111,nan
0.0005316153028686374,0.0,nan
0.0004555647119504539,0.0,nan
0.0005572513068372245,0.0,nan
0.000287573640224461,0.0,nan
0.00046818623460534355,0.0,nan
0.00048798325809748777,0.0,nan
0.0005057857601003362,0.0,nan
0.0006467917960305381,0.0,nan
0.0005971922550926163,0.0,nan
0.0004883503463634963,0.0,nan
0.0004781851400644664,0.0,nan
0.0006154585847860255,0.0,nan
0.0006625236941232919,0.0,nan
0.000469025000001011,0.0,nan
0.0006058955842302732,0.0,nan
0.0004578765047876214,0.0,nan
0.0005137423590648107,0.0,nan
0.0006220575414111834,0.0,nan
0.000630219939928831,0.0,nan
0.0007635495912685357,0.0,nan
0.0006056041587440462,0.0,nan
0.0004912219751713665,0.0,nan
0.00043302678029447507,0.0,nan
0.0004789248758046615,0.0,nan
0.0005917791560248334,0.0,nan
0.000611020121665988,0.0,nan
0.0007781541412453554,0.0,nan
0.000594884942649338,0.0,nan
0.0006498732981143614,0.0,nan
0.000561315262446223,0.0,nan
0.0004377298871861467,0.0,nan
0.000738436339812387,0.0,nan
0.000597974388825887,0.0,nan
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,nan
0.0001769204084881591,0.0,nan
0.0002193633531912841,0.0,nan
0.00024407706326270295,0.0,nan
0.00026969462160395544,0.0,nan
0.0004449955387615501,0.0,nan
0.00035904835874591307,0.0,nan
0.0005267260813705613,0.0,nan
0.00042014030215321727,0.0,nan
0.00025084104289332753,0.0,nan
0.0003791141918742221,0.0,nan
0.0005384541401800453,0.0,nan
0.0007163903004372633,0.0,nan
0.0004276779227354787,0.0,nan
0.0002516718690770134,0.0,nan
